date,clock,missing,reference,cash_before,tax_reserve,receivable,full_cost,cash_gap,scenario
2024-12-30,09:25,1000,22.55,29300.029926900308,0.0,0.0,22566.50061275,0.0,S1_F1_open_b5_e0_d1_main
2025-01-09,09:25,1000,20.62,27337.69827480031,0.0,0.0,20635.516303099997,0.0,S1_F1_open_b5_e0_d1_main
2025-01-16,09:25,1000,20.35,26816.845707400313,0.0,0.0,20365.37860175,0.0,S1_F1_open_b5_e0_d1_main
2025-01-20,09:25,1000,20.91,27085.605773950316,0.0,0.0,20925.664204549998,0.0,S1_F1_open_b5_e0_d1_main
2025-01-24,09:25,1000,22.71,29131.717434400318,0.0,0.0,22726.58221355,0.0,S1_F1_open_b5_e0_d1_main
2025-02-05,09:25,1000,20.56,27828.476190600322,0.0,0.0,20575.4857028,0.0,S1_F1_open_b5_e0_d1_main
2025-02-10,09:25,1000,21.66,28776.230483050324,0.0,0.0,21676.046708299997,0.0,S1_F1_open_b5_e0_d1_main
2025-02-12,09:25,1000,21.72,28843.20162610033,0.0,0.0,21736.0773086,0.0,S1_F1_open_b5_e0_d1_main
2025-02-14,09:25,1000,21.81,28870.12197395033,0.0,0.0,21826.123209049998,0.0,S1_F1_open_b5_e0_d1_main
2025-02-25,09:25,1000,22.8,30225.56258345033,0.0,0.0,22816.628114,0.0,S1_F1_open_b5_e0_d1_main
2025-03-06,09:25,1000,21.2,28422.68943465033,0.0,0.0,21215.812105999998,0.0,S1_F1_open_b5_e0_d1_main
2025-03-12,09:25,1000,20.92,28000.85443775033,0.0,0.0,20935.6693046,0.0,S1_F1_open_b5_e0_d1_main
2025-03-18,09:25,1000,21.48,28558.45542075033,0.0,0.0,21495.9549074,0.0,S1_F1_open_b5_e0_d1_main
2025-03-26,09:25,1000,20.43,27546.790643400334,0.0,0.0,20445.41940215,0.0,S1_F1_open_b5_e0_d1_main
2025-04-11,09:25,1000,17.65,25038.236221050334,0.0,0.0,17664.00158825,0.0,S1_F1_open_b5_e0_d1_main
2025-04-23,09:25,1000,18.19,25131.281366700332,0.0,0.0,18204.27699095,0.0,S1_F1_open_b5_e0_d1_main
2025-05-06,09:25,1000,18.3,24963.768381050333,0.0,0.0,18314.333091499997,0.0,S1_F1_open_b5_e0_d1_main
2025-05-08,09:25,1000,18.7,25255.62374020034,0.0,0.0,18714.5370935,0.0,S1_F1_open_b5_e0_d1_main
2025-05-14,09:25,1000,19.48,25606.81061465034,0.0,0.0,19494.9348974,0.0,S1_F1_open_b5_e0_d1_main
2025-05-20,09:25,1000,19.05,25137.640075000345,0.0,0.0,19064.715595249996,0.0,S1_F1_open_b5_e0_d1_main
2025-06-03,09:25,1000,18.82,24978.81000690035,0.0,0.0,18834.5982941,0.0,S1_F1_open_b5_e0_d1_main
2025-06-06,09:25,1000,20.5,26678.45135560035,0.0,0.0,20515.4551025,0.0,S1_F1_open_b5_e0_d1_main
2025-06-20,09:25,1000,20.91,26946.983459650353,0.0,0.0,20925.664204549998,0.0,S1_F1_open_b5_e0_d1_main
2025-06-27,09:25,1000,21.04,27035.074220300354,0.0,0.0,21055.7305052,0.0,S1_F1_open_b5_e0_d1_main
2025-07-07,09:25,1000,23.8,29760.301686650353,0.0,0.0,23817.138119,0.0,S1_F1_open_b5_e0_d1_main
2025-07-10,09:25,1000,26.9,32511.304350650353,0.0,0.0,26918.719134499996,0.0,S1_F1_open_b5_e0_d1_main
2025-07-17,09:25,1000,26.63,32290.59473230036,0.0,0.0,26648.581433149997,0.0,S1_F1_open_b5_e0_d1_main
2025-07-21,09:25,1000,27.0,32719.639112200362,0.0,0.0,27018.770135,0.0,S1_F1_open_b5_e0_d1_main
2025-07-30,09:25,1000,31.0,36854.375030650364,0.0,0.0,31020.810155,0.0,S1_F1_open_b5_e0_d1_main
2025-08-06,09:25,1000,34.1,41355.173313400366,0.0,0.0,34122.3911705,0.0,S1_F1_open_b5_e0_d1_main
2025-08-14,09:25,1000,43.96,50862.76516643637,0.0,0.0,43988.374979891996,0.0,S1_F1_open_b5_e0_d1_main
2025-08-21,09:25,1000,47.42,54729.529533101384,0.0,0.0,47450.608315434,0.0,S1_F1_open_b5_e0_d1_main
2025-08-27,09:25,1000,45.0,52706.84310206339,0.0,0.0,45029.0462715,0.0,S1_F1_open_b5_e0_d1_main
2025-09-01,09:25,1000,53.99,61446.15731950439,0.0,0.0,54024.849071073,0.0,S1_F1_open_b5_e0_d1_main
2025-09-12,09:25,1000,58.88,66393.7028846394,0.0,0.0,58918.00543257599,0.0,S1_F1_open_b5_e0_d1_main
2025-09-24,09:25,1000,68.8,78264.5458238124,0.0,0.0,68844.40852176,0.0,S1_F1_open_b5_e0_d1_main
2025-10-17,09:25,1000,63.0,72937.32183654541,0.0,0.0,63040.6647801,0.0,S1_F1_open_b5_e0_d1_main
2025-10-23,09:25,1000,64.8,75281.7002963874,0.0,0.0,64841.82663095999,0.0,S1_F1_open_b5_e0_d1_main
2025-10-28,09:25,1000,71.18,83116.55784107943,0.0,0.0,71225.944746786,0.0,S1_F1_open_b5_e0_d1_main
2025-10-31,09:25,1000,77.95,89771.33141721242,0.0,0.0,78000.31459696499,0.0,S1_F1_open_b5_e0_d1_main
2025-11-05,09:25,1000,70.31,85176.86508947043,0.0,0.0,70355.383185537,0.0,S1_F1_open_b5_e0_d1_main
2025-11-07,09:25,1000,74.07,90954.20411212744,0.0,0.0,74117.81016288899,0.0,S1_F1_open_b5_e0_d1_main
2025-11-12,09:25,1000,66.45,84788.49434051945,0.0,0.0,66492.89166091499,0.0,S1_F1_open_b5_e0_d1_main
2025-12-02,09:25,1000,59.83,78037.11560629145,0.0,0.0,59868.618631640995,0.0,S1_F1_open_b5_e0_d1_main
2025-12-11,09:25,1000,64.01,83303.82648391745,0.0,0.0,64051.316707527,0.0,S1_F1_open_b5_e0_d1_main
2025-12-19,09:25,1000,59.19,77465.77467134644,0.0,0.0,59228.205529112995,0.0,S1_F1_open_b5_e0_d1_main
2025-12-25,09:25,1000,65.4,83302.97880691144,0.0,0.0,65442.21391458,0.0,S1_F1_open_b5_e0_d1_main
2026-01-13,09:25,1000,60.78,78720.99533244244,0.0,0.0,60819.231830706,0.0,S1_F1_open_b5_e0_d1_main
2026-01-19,09:25,1000,62.11,80763.62363183644,0.0,330.0,62150.09030939699,0.0,S1_F1_open_b5_e0_d1_main
2026-01-23,09:25,1000,62.0,81621.67972186445,0.0,0.0,62040.0193074,0.0,S1_F1_open_b5_e0_d1_main
2026-02-03,09:25,1000,56.3,75197.90251040045,0.0,0.0,56336.340113009996,0.0,S1_F1_open_b5_e0_d1_main
2026-02-27,09:25,1000,56.3,76745.20516785546,0.0,0.0,56336.340113009996,0.0,S1_F1_open_b5_e0_d1_main
2026-03-11,09:25,1000,54.7,74706.61865281746,0.0,0.0,54735.30735669,0.0,S1_F1_open_b5_e0_d1_main
2026-03-18,09:25,1000,51.3,70813.02686155746,0.0,0.0,51333.11274950999,0.0,S1_F1_open_b5_e0_d1_main
2026-03-20,09:25,1000,50.98,69882.13351148946,0.0,0.0,51012.906198246,0.0,S1_F1_open_b5_e0_d1_main
2026-03-26,09:25,1000,50.0,69121.61847428046,0.0,0.0,50032.273635,0.0,S1_F1_open_b5_e0_d1_main
2026-04-01,09:25,1000,53.0,70490.41916142247,0.0,0.0,53034.2100531,0.0,S1_F1_open_b5_e0_d1_main
2026-04-03,09:25,1000,52.6,69396.66508872247,0.0,0.0,52633.95186402,0.0,S1_F1_open_b5_e0_d1_main
2026-04-10,09:25,1000,55.6,71719.71107165648,0.0,0.0,55635.888282119995,0.0,S1_F1_open_b5_e0_d1_main
2026-04-16,09:25,1000,57.99,73837.6144200505,0.0,0.0,58027.430961873,0.0,S1_F1_open_b5_e0_d1_main
2026-04-21,09:25,1000,60.97,77249.7497534545,0.0,0.0,61009.35447051899,0.0,S1_F1_open_b5_e0_d1_main
2026-04-23,09:25,1000,66.98,83053.80106233852,0.0,0.0,67023.233761446,0.0,S1_F1_open_b5_e0_d1_main
2026-05-13,09:25,1000,64.1,80356.82432277253,0.0,0.0,64141.374800069985,0.0,S1_F1_open_b5_e0_d1_main
2026-05-15,09:25,1000,69.5,84736.89721992254,0.0,0.0,69544.86035265,0.0,S1_F1_open_b5_e0_d1_main
2026-05-21,09:25,1000,69.2,83263.99984927755,0.0,0.0,69244.66671083999,0.0,S1_F1_open_b5_e0_d1_main
2026-05-26,09:25,1000,69.86,84238.83420424757,0.0,0.0,69905.092722822,0.0,S1_F1_open_b5_e0_d1_main
2026-06-01,09:25,1000,75.2,87649.69280760558,0.0,0.0,75248.53954704,0.0,S1_F1_open_b5_e0_d1_main
2026-06-04,09:25,1000,80.0,93358.34474540058,0.0,0.0,80051.637816,0.0,S1_F1_open_b5_e0_d1_main
2026-06-11,09:25,1000,69.82,84355.25758105157,0.0,0.0,69865.06690391399,0.0,S1_F1_open_b5_e0_d1_main
2026-06-17,09:25,1000,71.7,87306.71454196758,0.0,0.0,71746.28039259,0.0,S1_F1_open_b5_e0_d1_main
2026-06-22,09:25,1000,78.08,93551.0265137936,0.0,0.0,78130.398508416,0.0,S1_F1_open_b5_e0_d1_main
2026-06-24,09:25,1000,73.0,89435.7777774476,0.0,0.0,73047.1195071,0.0,S1_F1_open_b5_e0_d1_main
2026-06-26,09:25,1000,75.0,93290.4987690206,0.0,0.0,75048.4104525,0.0,S1_F1_open_b5_e0_d1_main
2026-07-13,09:25,1000,65.3,84436.2040438496,0.0,0.0,65342.14936731,0.0,S1_F1_open_b5_e0_d1_main
2026-07-16,09:25,1000,62.35,82641.20485871361,0.0,0.0,62390.245222845,0.0,S1_F1_open_b5_e0_d1_main
2026-07-23,09:25,1000,61.99,80891.44199298561,0.0,0.0,62030.012852673,0.0,S1_F1_open_b5_e0_d1_main
2026-07-29,09:25,1000,58.08,76874.92305072863,0.0,0.0,58117.48905441599,0.0,S1_F1_open_b5_e0_d1_main
2026-08-06,09:25,1000,65.55,85121.95050069664,0.0,0.0,65592.31073548499,0.0,S1_F1_open_b5_e0_d1_main
2026-08-18,09:25,1000,67.7,87681.51114103265,0.0,0.0,67743.69850178999,0.0,S1_F1_open_b5_e0_d1_main
2026-08-28,09:25,1000,64.04,83724.68800286467,0.0,0.0,64081.33607170801,0.0,S1_F1_open_b5_e0_d1_main
2026-09-02,09:25,1000,61.72,82511.28076589467,0.0,0.0,61759.83857504399,0.0,S1_F1_open_b5_e0_d1_main
2026-09-09,09:25,1000,64.9,85427.29843567568,0.0,0.0,64941.891178230006,0.0,S1_F1_open_b5_e0_d1_main
2020-01-03,09:25,1000,18.49,23861.071773800002,0.0,0.0,18504.6149849,0.0,S1_F1_open_b5_e0_d3_main
2020-01-13,09:25,1000,18.02,23354.060384200002,0.0,0.0,18034.370580199997,0.0,S1_F1_open_b5_e0_d3_main
2020-01-15,09:25,1000,18.35,23676.746382900004,0.0,0.0,18364.542183499998,0.0,S1_F1_open_b5_e0_d3_main
2020-01-17,09:25,1000,18.41,23689.230388500007,0.0,0.0,18424.573384099996,0.0,S1_F1_open_b5_e0_d3_main
2020-01-21,09:25,1000,19.2,24570.27006780001,0.0,0.0,19214.984192,0.0,S1_F1_open_b5_e0_d3_main
2020-02-03,09:25,1000,18.0,25319.89607580001,0.0,0.0,18014.36018,0.0,S1_F1_open_b5_e0_d3_main
2020-02-12,09:25,1000,19.08,26501.316103100013,0.0,0.0,19094.921790799996,0.0,S1_F1_open_b5_e0_d3_main
2020-02-19,09:25,1000,18.65,26222.751925800017,0.0,0.0,18664.6981865,0.0,S1_F1_open_b5_e0_d3_main
2020-02-25,09:25,1000,19.65,27662.451210700016,0.0,0.0,19665.2181965,0.0,S1_F1_open_b5_e0_d3_main
2020-03-02,09:25,1000,17.3,25046.280125000012,0.0,0.0,17313.996173,0.0,S1_F1_open_b5_e0_d3_main
2020-03-12,09:25,1000,16.25,24242.15158740001,0.0,0.0,16263.4501625,0.0,S1_F1_open_b5_e0_d3_main
2020-03-26,09:25,1000,13.41,21503.112335400012,0.0,0.0,13421.9733341,0.0,S1_F1_open_b5_e0_d3_main
2020-04-07,09:25,1000,14.35,22014.926920900012,0.0,0.0,14362.462143499999,0.0,S1_F1_open_b5_e0_d3_main
2020-04-16,09:25,1000,13.75,21496.389451100014,0.0,0.0,13762.1501375,0.0,S1_F1_open_b5_e0_d3_main
2020-04-20,09:25,1000,14.06,21697.981648500016,0.0,0.0,14072.3113406,0.0,S1_F1_open_b5_e0_d3_main
2020-04-22,09:25,1000,14.06,21759.154329500016,0.0,0.0,14072.3113406,0.0,S1_F1_open_b5_e0_d3_main
2020-04-24,09:25,1000,13.96,21620.630908500018,0.0,0.0,13972.2593396,0.0,S1_F1_open_b5_e0_d3_main
2020-04-30,09:25,1000,14.31,21861.734031300017,0.0,0.0,14322.4413431,0.0,S1_F1_open_b5_e0_d3_main
2020-05-07,09:25,1000,14.75,22271.865015800016,0.0,0.0,14762.6701475,0.0,S1_F1_open_b5_e0_d3_main
2020-05-21,09:25,1000,13.88,21333.149931800017,0.0,0.0,13892.217738799998,0.0,S1_F1_open_b5_e0_d3_main
2020-05-28,09:25,1000,13.5,20895.44946780002,0.0,0.0,13512.020135,0.0,S1_F1_open_b5_e0_d3_main
2020-06-02,09:25,1000,13.9,21237.33881160002,0.0,0.0,13912.228138999999,0.0,S1_F1_open_b5_e0_d3_main
2020-06-18,09:25,1000,14.25,21548.457940100023,0.0,0.0,14262.4101425,0.0,S1_F1_open_b5_e0_d3_main
2020-06-22,09:25,1000,14.36,21609.24311610002,0.0,0.0,14372.4673436,0.0,S1_F1_open_b5_e0_d3_main
2020-06-30,09:25,1000,15.19,22428.649134700023,0.0,0.0,15202.898951899999,0.0,S1_F1_open_b5_e0_d3_main
2020-07-03,09:25,1000,15.65,22807.030943900027,0.0,0.0,15663.1381565,0.0,S1_F1_open_b5_e0_d3_main
2020-07-10,09:25,1000,16.68,23833.486914600027,0.0,0.0,16693.6737668,0.0,S1_F1_open_b5_e0_d3_main
2020-07-15,09:25,1000,16.83,23699.60480870003,0.0,0.0,16843.7517683,0.0,S1_F1_open_b5_e0_d3_main
2020-07-22,09:25,1000,15.44,22257.407309700033,0.0,0.0,15453.028954399999,0.0,S1_F1_open_b5_e0_d3_main
2020-07-31,09:25,1000,14.28,21067.664843200037,0.0,0.0,14292.4257428,0.0,S1_F1_open_b5_e0_d3_main
2020-08-14,09:25,1000,15.01,21917.188437100038,0.0,0.0,15022.8053501,0.0,S1_F1_open_b5_e0_d3_main
2020-08-19,09:25,1000,15.18,22046.317228800042,0.0,0.0,15192.893751799998,0.0,S1_F1_open_b5_e0_d3_main
2020-08-31,09:25,1000,14.84,21576.010999500046,0.0,0.0,14852.7169484,0.0,S1_F1_open_b5_e0_d3_main
2020-09-03,09:25,1000,14.84,21465.85118380005,0.0,0.0,14852.7169484,0.0,S1_F1_open_b5_e0_d3_main
2020-09-10,09:25,1000,14.0,20496.998129500047,0.0,0.0,14012.28014,0.0,S1_F1_open_b5_e0_d3_main
2020-09-15,09:25,1000,13.83,20308.67305300005,0.0,0.0,13842.191738299998,0.0,S1_F1_open_b5_e0_d3_main
2020-09-22,09:25,1000,13.65,20180.603522100053,0.0,0.0,13662.098136499999,0.0,S1_F1_open_b5_e0_d3_main
2020-10-14,09:25,1000,13.8,20422.338889900057,0.0,0.0,13812.176137999999,0.0,S1_F1_open_b5_e0_d3_main
2020-10-22,09:25,1000,13.58,20224.436908300057,0.0,0.0,13592.0617358,0.0,S1_F1_open_b5_e0_d3_main
2020-10-26,09:25,1000,13.57,20196.725303400057,0.0,0.0,13582.0565357,0.0,S1_F1_open_b5_e0_d3_main
2020-10-29,09:25,1000,13.76,20528.487077100057,0.0,0.0,13772.1553376,0.0,S1_F1_open_b5_e0_d3_main
2020-11-05,09:25,1000,13.68,20200.86420920006,0.0,0.0,13692.1137368,0.0,S1_F1_open_b5_e0_d3_main
2020-11-09,09:25,1000,14.27,20482.47761240006,0.0,0.0,14282.420542699998,0.0,S1_F1_open_b5_e0_d3_main
2020-11-17,09:25,1000,14.26,20453.358752500062,0.0,0.0,14272.4153426,0.0,S1_F1_open_b5_e0_d3_main
2020-12-03,09:25,1000,14.0,20204.594575400064,0.0,0.0,14012.28014,0.0,S1_F1_open_b5_e0_d3_main
2020-12-10,09:25,1000,13.76,19986.315083600064,0.0,0.0,13772.1553376,0.0,S1_F1_open_b5_e0_d3_main
2020-12-16,09:25,1000,13.56,19748.555461600066,0.0,0.0,13572.0513356,0.0,S1_F1_open_b5_e0_d3_main
2020-12-21,09:25,1000,13.6,19800.76308750007,0.0,0.0,13612.072135999999,0.0,S1_F1_open_b5_e0_d3_main
2020-12-25,09:25,1000,13.35,19543.36017530007,0.0,0.0,13361.942133499999,0.0,S1_F1_open_b5_e0_d3_main
2020-12-29,09:25,1000,13.32,19426.25440950007,0.0,0.0,13331.9265332,0.0,S1_F1_open_b5_e0_d3_main
2021-01-04,09:25,1000,13.7,19758.52605820007,0.0,0.0,13712.124136999999,0.0,S1_F1_open_b5_e0_d3_main
2021-01-07,09:25,1000,13.79,19890.32659490007,0.0,0.0,13802.170937899999,0.0,S1_F1_open_b5_e0_d3_main
2021-01-14,09:25,1000,15.15,21240.089798800072,0.0,0.0,15162.8781515,0.0,S1_F1_open_b5_e0_d3_main
2021-01-20,09:25,1000,15.35,21149.267348300076,0.0,0.0,15362.9821535,0.0,S1_F1_open_b5_e0_d3_main
2021-01-27,09:25,1000,14.95,20578.76635300008,0.0,0.0,14962.7741495,0.0,S1_F1_open_b5_e0_d3_main
2021-02-08,09:25,1000,13.15,18800.919740600082,0.0,0.0,13161.838131499999,0.0,S1_F1_open_b5_e0_d3_main
2021-02-18,09:25,1000,14.12,19652.747969500084,0.0,0.0,14132.3425412,0.0,S1_F1_open_b5_e0_d3_main
2021-02-23,09:25,1000,13.85,19464.178153000088,0.0,0.0,13862.202138499999,0.0,S1_F1_open_b5_e0_d3_main
2021-02-26,09:25,1000,13.77,19495.82471370009,0.0,0.0,13782.160537699998,0.0,S1_F1_open_b5_e0_d3_main
2021-03-05,09:25,1000,13.5,19317.953527300095,0.0,0.0,13512.020135,0.0,S1_F1_open_b5_e0_d3_main
2021-03-09,09:25,1000,13.68,19480.116379300096,0.0,0.0,13692.1137368,0.0,S1_F1_open_b5_e0_d3_main
2021-03-18,09:25,1000,13.57,19312.413553000097,0.0,0.0,13582.0565357,0.0,S1_F1_open_b5_e0_d3_main
2021-04-01,09:25,1000,14.41,20073.521946000095,0.0,0.0,14422.4933441,0.0,S1_F1_open_b5_e0_d3_main
2021-04-09,09:25,1000,14.29,19984.208725500095,0.0,0.0,14302.430942899999,0.0,S1_F1_open_b5_e0_d3_main
2021-04-21,09:25,1000,14.33,20034.927516400097,0.0,0.0,14342.451743299998,0.0,S1_F1_open_b5_e0_d3_main
2021-04-23,09:25,1000,14.15,19845.9294049001,0.0,0.0,14162.358141499999,0.0,S1_F1_open_b5_e0_d3_main
2021-04-29,09:25,1000,14.65,20206.4626839001,0.0,0.0,14662.618146499999,0.0,S1_F1_open_b5_e0_d3_main
2021-05-10,09:25,1000,13.5,18968.407396900104,0.0,0.0,13512.020135,0.0,S1_F1_open_b5_e0_d3_main
2021-05-14,09:25,1000,13.4,18811.056485700105,0.0,0.0,13411.968133999999,0.0,S1_F1_open_b5_e0_d3_main
2021-05-20,09:25,1000,13.2,18584.015888800106,0.0,0.0,13211.864131999999,0.0,S1_F1_open_b5_e0_d3_main
2021-05-27,09:25,1000,12.53,17908.06696240011,0.0,0.0,12541.5157253,0.0,S1_F1_open_b5_e0_d3_main
2021-06-02,09:25,1000,12.42,17772.66397640011,0.0,0.0,12431.4585242,0.0,S1_F1_open_b5_e0_d3_main
2021-06-09,09:25,1000,12.47,17827.19663230011,0.0,0.0,12481.4845247,0.0,S1_F1_open_b5_e0_d3_main
2021-06-21,09:25,1000,12.4,17811.733677500113,0.0,0.0,12411.448123999999,0.0,S1_F1_open_b5_e0_d3_main
2021-06-28,09:25,1000,12.66,17986.124784600113,0.0,0.0,12671.583326599999,0.0,S1_F1_open_b5_e0_d3_main
2021-07-07,09:25,1000,12.19,17520.958095300113,0.0,0.0,12201.3389219,0.0,S1_F1_open_b5_e0_d3_main
2021-07-19,09:25,1000,11.5,16787.160233300114,0.0,0.0,11510.980115,0.0,S1_F1_open_b5_e0_d3_main
2021-07-21,09:25,1000,11.7,16973.371695500115,0.0,0.0,11711.084116999999,0.0,S1_F1_open_b5_e0_d3_main
2021-08-03,09:25,1000,11.85,17249.342401600115,0.0,0.0,11861.162118499999,0.0,S1_F1_open_b5_e0_d3_main
2021-08-12,09:25,1000,11.76,17145.280690900116,0.0,0.0,11771.115317599999,0.0,S1_F1_open_b5_e0_d3_main
2021-08-18,09:25,1000,12.01,17370.901103500117,0.0,0.0,12021.245320099999,0.0,S1_F1_open_b5_e0_d3_main
2021-08-20,09:25,1000,11.88,17176.649826900117,0.0,0.0,11891.177718799998,0.0,S1_F1_open_b5_e0_d3_main
2021-09-03,09:25,1000,11.8,17012.61810060012,0.0,0.0,11811.136118,0.0,S1_F1_open_b5_e0_d3_main
2021-09-09,09:25,1000,12.24,17367.95939950012,0.0,0.0,12251.364922399998,0.0,S1_F1_open_b5_e0_d3_main
2021-10-12,09:25,1000,12.17,17223.163063400123,0.0,0.0,12181.3285217,0.0,S1_F1_open_b5_e0_d3_main
2021-10-15,09:25,1000,11.86,16878.813390300125,0.0,0.0,11871.167318599999,0.0,S1_F1_open_b5_e0_d3_main
2021-10-21,09:25,1000,11.6,16575.035182600128,0.0,0.0,11611.032115999998,0.0,S1_F1_open_b5_e0_d3_main
2021-10-26,09:25,1000,11.42,16321.71127040013,0.0,0.0,11430.9385142,0.0,S1_F1_open_b5_e0_d3_main
2021-11-02,09:25,1000,11.5,16308.389790600131,0.0,0.0,11510.980115,0.0,S1_F1_open_b5_e0_d3_main
2021-11-08,09:25,1000,11.68,16464.64683750013,0.0,0.0,11691.0737168,0.0,S1_F1_open_b5_e0_d3_main
2021-11-15,09:25,1000,11.72,16470.764697900133,0.0,0.0,11731.0945172,0.0,S1_F1_open_b5_e0_d3_main
2021-11-17,09:25,1000,11.79,16526.725003800137,0.0,0.0,11801.130917899998,0.0,S1_F1_open_b5_e0_d3_main
2021-11-23,09:25,1000,11.86,16562.57293450014,0.0,0.0,11871.167318599999,0.0,S1_F1_open_b5_e0_d3_main
2021-12-02,09:25,1000,11.21,15929.29615850014,0.0,0.0,11220.829312099999,0.0,S1_F1_open_b5_e0_d3_main
2021-12-07,09:25,1000,11.32,15966.32699920014,0.0,0.0,11330.8865132,0.0,S1_F1_open_b5_e0_d3_main
2021-12-10,09:25,1000,11.75,16382.556088700141,0.0,0.0,11761.1101175,0.0,S1_F1_open_b5_e0_d3_main
2021-12-27,09:25,1000,11.98,16578.24248100014,0.0,0.0,11991.2297198,0.0,S1_F1_open_b5_e0_d3_main
2022-01-05,09:25,1000,12.03,16603.71810160014,0.0,0.0,12041.2557203,0.0,S1_F1_open_b5_e0_d3_main
2022-02-10,09:25,1000,11.37,15890.216169800142,0.0,0.0,11380.9125137,0.0,S1_F1_open_b5_e0_d3_main
2022-02-14,09:25,1000,11.27,15817.087834400143,0.0,0.0,11280.860512700001,0.0,S1_F1_open_b5_e0_d3_main
2022-02-22,09:25,1000,11.34,15913.905135700143,0.0,0.0,11350.8969134,0.0,S1_F1_open_b5_e0_d3_main
2022-02-25,09:25,1000,11.2,15740.989934300143,0.0,0.0,11210.824111999998,0.0,S1_F1_open_b5_e0_d3_main
2022-03-02,09:25,1000,11.15,15678.193119000145,0.0,0.0,11160.798111499998,0.0,S1_F1_open_b5_e0_d3_main
2022-03-04,09:25,1000,11.13,15695.376719500147,0.0,0.0,11140.7877113,0.0,S1_F1_open_b5_e0_d3_main
2022-03-15,09:25,1000,10.19,14714.120600000148,0.0,0.0,10200.2989019,0.0,S1_F1_open_b5_e0_d3_main
2022-03-18,09:25,1000,10.1,14603.459654200147,0.0,0.0,10110.252101,0.0,S1_F1_open_b5_e0_d3_main
2022-03-24,09:25,1000,10.42,14862.420052100148,0.0,0.0,10430.418504199999,0.0,S1_F1_open_b5_e0_d3_main
2022-03-30,09:25,1000,10.12,14491.68508870015,0.0,0.0,10130.262501199999,0.0,S1_F1_open_b5_e0_d3_main
2022-04-01,09:25,1000,10.07,14490.999764000151,0.0,0.0,10080.2365007,0.0,S1_F1_open_b5_e0_d3_main
2022-04-07,09:25,1000,10.17,14590.264465300152,0.0,0.0,10180.288501699999,0.0,S1_F1_open_b5_e0_d3_main
2022-04-12,09:25,1000,9.93,14319.887427900152,0.0,0.0,9940.1636993,0.0,S1_F1_open_b5_e0_d3_main
2022-04-29,09:25,1000,9.46,13780.410132800154,0.0,0.0,9469.8246473,0.0,S1_F1_open_b5_e0_d3_main
2022-05-19,09:25,1000,9.33,13711.366042600155,0.0,0.0,9339.758346649998,0.0,S1_F1_open_b5_e0_d3_main
2022-05-27,09:25,1000,9.23,13572.690152050158,0.0,0.0,9239.70734615,0.0,S1_F1_open_b5_e0_d3_main
2022-06-02,09:25,1000,9.31,13683.838837750158,0.0,0.0,9319.748146549999,0.0,S1_F1_open_b5_e0_d3_main
2022-06-07,09:25,1000,9.44,13774.85615335016,0.0,0.0,9449.814447199999,0.0,S1_F1_open_b5_e0_d3_main
2022-06-16,09:25,1000,9.68,13945.490174350161,0.0,0.0,9689.9368484,0.0,S1_F1_open_b5_e0_d3_main
2022-06-21,09:25,1000,9.69,13925.926319400161,0.0,0.0,9699.94194845,0.0,S1_F1_open_b5_e0_d3_main
2022-06-27,09:25,1000,9.75,13956.266794700163,0.0,0.0,9759.97254875,0.0,S1_F1_open_b5_e0_d3_main
2022-06-30,09:25,1000,9.83,14016.440815150163,0.0,0.0,9840.013349149998,0.0,S1_F1_open_b5_e0_d3_main
2022-07-20,09:25,1000,9.87,13956.634415000166,0.0,0.0,9880.03374935,0.0,S1_F1_open_b5_e0_d3_main
2022-07-28,09:25,1000,9.99,13996.596285350168,0.0,0.0,10000.094949949998,0.0,S1_F1_open_b5_e0_d3_main
2022-08-03,09:25,1000,9.91,13886.54223995017,0.0,0.0,9920.05414955,0.0,S1_F1_open_b5_e0_d3_main
2022-08-09,09:25,1000,9.6,13466.96674850017,0.0,500.0,9609.896047999999,0.0,S1_F1_open_b5_e0_d3_main
2022-08-11,09:25,1000,9.6,13907.624833350172,0.0,0.0,9609.896047999999,0.0,S1_F1_open_b5_e0_d3_main
2022-08-15,09:25,1000,9.66,13948.131968700174,0.0,0.0,9669.9266483,0.0,S1_F1_open_b5_e0_d3_main
2022-08-19,09:25,1000,9.52,13868.699073450174,0.0,0.0,9529.8552476,0.0,S1_F1_open_b5_e0_d3_main
2022-08-24,09:25,1000,9.42,13759.594193050174,0.0,0.0,9429.804247099999,0.0,S1_F1_open_b5_e0_d3_main
2022-09-07,09:25,1000,9.43,13750.540313150175,0.0,0.0,9439.80934715,0.0,S1_F1_open_b5_e0_d3_main
2022-09-29,09:25,1000,8.67,12852.809688800176,0.0,0.0,8679.42174335,0.0,S1_F1_open_b5_e0_d3_main
2022-10-14,09:25,1000,8.41,12505.783662200178,0.0,0.0,8419.28914205,0.0,S1_F1_open_b5_e0_d3_main
2022-10-19,09:25,1000,8.49,12568.663812650178,0.0,0.0,8499.329942449998,0.0,S1_F1_open_b5_e0_d3_main
2022-11-03,09:25,1000,8.68,12711.26164350018,0.0,0.0,8689.4268434,0.0,S1_F1_open_b5_e0_d3_main
2022-11-10,09:25,1000,8.63,12643.79276330018,0.0,0.0,8639.401343149999,0.0,S1_F1_open_b5_e0_d3_main
